production_composition_id	participant_arity	round16b_candidate_ids_json	state_count	state_id_set_sha256	transition_count_by_current_state	transition_id_set_sha256	workflow_count	workflow_id_set_sha256	export_count	export_id_set_sha256	partition_status	semantic_carry_forward_authorized
R16A-PCOMP-CF0BA4B60EDFEC80FB72	3	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	24	ec55b08a70de3af6de7b5825bd0a9d2b869c8b5ca6b1f9bfe486388f0333ed2e	1948	2f8032cc610ff31144ee5b5f18964b98fc704c6007fd0187f9dffa60e0beec74	24	ed960b9cbfd139759b75d160489476f1b0d12af438b9bc3bb6328a5b12fab44d	48	56fd16a0372df4a7ed53bf6b2f37306b3cd471c707705ad503e15d92a9837d42	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-CF9A7035F4902CC42E5A	4	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	64	c45d594c314c6ece2e180de08dec26d8d5614d5a26c1a17c6206b6bc7394507b	9996	604540eacc2c584b2529eb3a24fb0c4cb421f3e432f5db35f552e4c1a9678e2b	64	f83f10a6e56767b264562c08d07168bfe5f4c193a13ccdb55a6cee8354a96ce2	128	68b59ef1b3c79f2c9fc2f34c24712d5fcb127e6cab2b02baa80f8e491272991f	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-CFDC17EEFDE18C2B6385	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	ce6f0af0cc34e514f1b06536e7cc5ae036572bbce294d19dbe3c113f05d73239	3700	0c5efacafccc2c34dd91afed8e036ab657d59e9b44e7dd99dd3704516ffbc06b	24	f472ea51265c4e2e7fbfa581c8c556ab57e103dfaef8f2d9d17654af3ea5be10	48	a7e77de27b2f4a8fc43f58ed6e1934f5e2fdbcc7ba553acd513aebdaea7cf487	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-D206260935F2E4594E17	3	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	24	4d9197bc039a6d2459bef6bb11a92d1304ebf26097fc0692a11f4010ee39422b	3700	9b0eeed0db35c2d3ead4bb04d4341d906e93a59b26318670997e04f49ca99bca	24	d8fae1878ac9f52658f77c3bab36233f85e7a4d6c865f8649e993ea443d1eb19	48	d5e293d6f01111a0b225d2986bdfc5ab11717752f5e603e68955c57374594cf6	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-D268035B0BC3AFDABDB6	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	13e10b7bef631a545b07dcac8e19835aff7df0886171d030911b6b8bc92354bc	3700	b1e46b866abf1f8e6dcab26b46ec82b69166b192dd2afce8423a625ed07be344	24	8b16d6d2f3f7a1744136e3d776d113b91e6961dabacd42ea26aa01b89a5295f6	48	5795680b1f58792348287f545c0f645558f7357f89c49a4d64080314b6c9087c	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-D700904C1808D9D24052	2	[]	8	7f77266aea98a2e120c60f15df0edb8aa2652a3f262274bcb0a8a0648a5e5ee2	1216	cbd3d53e57d4b6ed28635024bba88f6c044e261fe966d26c4be7ae25d88e3b38	8	bd189083d0ca5ea7d35064bb40e639293ff6a34736c3a797b3b9f06c19df8b2b	16	cc8f53f27ea7217559a806b0a87caa2fbf3bacdf0b0390f31b40788ec619c3a8	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-D79536C1D53818832B86	3	"[""R16B-LOCAL-FAMILY:15f5757830dfe043fb27e73c28ff3bfd902aaa9c938ab254fda8682d359a7249""]"	24	1a225f13962c4c42812ed5a579aa32636e321024309ed72f7e846e5c2105f6ec	676	39e1a9442e67546e15b28cc28340cda769d33166a70afbe221157852ac396031	24	4de5938ec6af94ea3731bbfd8d03204c7f11b68b947d5743909f570d2552b874	48	aa3d84cf64bab352ae9b063571de64499e39b0c6a17bb72bd9407e97620e835a	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-D7B06C96BCEDC3BEF7EB	3	"[""R16B-LOCAL-FAMILY:15f5757830dfe043fb27e73c28ff3bfd902aaa9c938ab254fda8682d359a7249""]"	24	f0f5f19d8eb0ee7d71fa2118ab85ab305e025842a3074c17ccb96e35ce9a566a	676	ae2b33be9c34ceb911f1e02782099f44543793d1edbd81fb6f7cbe771698afb5	24	c65482e49ffa16b2b555450f735effb4e6911bd369bf39f442fbb62196eba8f4	48	03e32f238cf736a002a56e6c4749f52b6a9ea47e65eec7351c34171a68c008c0	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-D88ED36225C8E3B4A392	3	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	24	76fa2530a081025102016bf29b10880a4cd9c9cb687c8db5ae480099cf839e87	3700	b1c49fb6e14838918e62d41793bbffa22a4a62eed08b42406059003c21265092	24	00b48fce0e2d57f2885393057c406e78e7b1e54cf2b2f4357a8c2bbd3a669f2d	48	fb0e562178c7ac6ad8307fb96fac7a60172a5dbc74b43a825484eba3ba005116	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-D90A5F3D7FB1B34121E6	3	"[""R16B-LOCAL-FAMILY:3648ab4f374cda7a490244914de785b764e7e4f7c872f094e8a2d3f03a71a560""]"	24	198854503b848bff88281f938ce8d13aab2b1ae0a8c7edc6ad1720913a272150	3700	2177922d4d2ad32cfa6c3c31b6149d0e6e5af5adbf39708090d727e07afc769c	24	1bb11a88edbb8a853cb80544abfe961ef85bc20f40976e343a4c04151307024a	48	ebb1473af40908124b59e8f62410b2d836bf5c85b6b253513006443cc0b1560e	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-D9429E0AD31FC55E0F40	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	1192ac9c654642665e807dccb38f6bb929c1b523b5cd972e635422622957454f	1948	29f15527d5f2be9596c6a3b5ae9bd51ab4681584ba8e27d5eaa302ef994b8c5e	24	f3474de69b314a872042a404d132c0fe434a6cf2f5932ebba666c3047f64f8d4	48	24786340e26ec89c9197b5d70e1a3b6ee6594bb554f9e2d1f642736552828a1c	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-D9FB09749D75F6BED59C	3	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	24	739364e0e56de07f638f0b31e042cd564ef465bdab4d50f3ecf49338453010d1	1948	7258e5981d4a9273fb8edd79c1bf40b2ecc4183841d9e1c011b3b5d0a9ada484	24	d4309cf3d0f49b3bb82a32dac310fda5e5000e37eaf9782c5e2251790ab5abd9	48	01dff3870e32aec4b8fe15677eb21e5594b9ebce4b4051c878fddb32401ac303	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-DA79475F314F154BBFF0	3	"[""R16B-LOCAL-FAMILY:15f5757830dfe043fb27e73c28ff3bfd902aaa9c938ab254fda8682d359a7249""]"	24	ed2c60cc49d624eed3a9583e07eae1f556f5ae984ae280dfcdde374d4d443562	676	429f666cfd67c2cb3341a9eb90a205ed4335e631b484bf429d64ed4917317e51	24	7c4f768472c9891fe35fad15a2fcc30991dcbd7e0fd020072cb7d3608e22a154	48	f207dcc4a8a025ac8d628b2bb365af29bbd68caaa5bc83565eda3fbad748afc4	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-DC86D11669D0A2BE1254	3	"[""R16B-LOCAL-FAMILY:e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376""]"	24	317c705488fc8feedebf904977d6548f4de36a23d9b446e71f5a05295bb4932f	3700	8fe63d74fc8d0a0c3b8b1907d1ca27e481e1e02277f74d06e55cfd378c4a5bbf	24	63dc34124fafffd0662dbcc1d4f3af6024eb11d0063c8293c37ec0bd6c941c13	48	4da5671bd7de5afa258ecf7ba8733adf9136028412b21798dcb6f937d5e69c1c	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-DE9A91E306D83C3D6F29	3	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	24	7013b70da8d14b0e5f8877c983f7444d129e10586e73dc67722f6f2c30f11f43	1948	ff8ef453f7a03d12fc2e7d036aea3e6889181525b2b91a2e0f698fb274f46975	24	ccbf1cf98eea3823e32104321e083f9c16b0e38a7dad304eaefc2a7d256cc8fc	48	5a05247f426b7486923dcec708376cd9e758fed95f1ee33531ad76b175bb928e	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-DEFDAE82AF82AD5D0B49	4	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	64	c2056b1791d466431d505a4dfcbe5eb351a289c3249085bb9022280fb1271d16	9996	ec06eb320e0f52915d2a074b48d1c2ccee41a8cc35ccdb960405b4c824136dc4	64	ed01645c0c66dbe8583a30fde9dd8cc69bcaddc7b017ae7f9f9a07fa5a7156cd	128	7f1eb225ade970455caa400098d0ec767eed589cf0b5d212910ca204b1c16df4	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-E035D01C3994F8A62E7F	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	e254e6316697f72ec7abefe09d200a2c85866c0b1e944a2ff25d031ccbeb7af1	3700	7c24b780e8eb001553472f4ed3bc4b5157975f8aed0168d1f8352a4a5268c752	24	192255b2e4596a257d43e1ff0a74bd9c757c49cbcadfb66327572b709bcab4f3	48	4f9786f6b4c8d33b93e3461aaaf9acc008dcadd2896e165c76b93a48603b9204	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-E14846E575673B0306AB	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	1051dbb1618c71639780767f8bc0a2b8112b272eb2412332613a26db712b46f0	3700	4cdd497025acaa846a8863cdefadb697eb57a9d9c4908718fea09a593853c8bc	24	084d8675ae279d3ca9437696a12932899f8dd4189ad0fa413c83d53b38397939	48	a7a601137602502117cef01500e0525d48e27dc4c652267484f2600f254bb35f	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-E176E44A6D418733CD45	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	d1806732ee3800d41c07cd494e9f54b2d046fc8a7d4782307399abe2d6a6de1e	3700	0399952c5a609fa3872ebf459e0305825cd948b19880397619ad129f6bcc53bf	24	4c27449d4e175687da8828f7af62d0f7707249777f70ba95ce455d36992e61ba	48	4acb3088e42853d1f7d3dbe2fa331d684ed00afea81cc06d6cd2d96e92a4c63b	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-E1B8FC234BF6C35B830E	2	[]	8	f705414c6230d63097fe69f68abdcb366db05da0587acd96983e5374bdc1f6c6	1216	8813126809b82a59a0d1744fe5b00f59c0c1b1c803419755ff5e9dee69a90e44	8	0256097725462acb55e84c6d970310a57e37209c297744c65bc99f23062a1598	16	f581d25f3c4bc3e7aa46fd27fc89b526976d7dc0957287603ab7d7dbc7a24c3e	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-E27806123653719D8EF7	2	[]	8	3c7194530bb28623b53c620afb16b12e8237d26064a756757d1f52e697567222	632	a95d6e4910720d9c8611ced80f172d7270e22c6856a67d1707eb56463e512d3b	8	2fe50b914fa9cae4d87ba0d9e41074b05c6dcd5df5fbde245cf71a27b904041b	16	9c6c94b3af2c4840a73bc143c7310cf816cfaa97b5cb6724e90766287531814c	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-E49E5AC8851B779D93F2	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	e0714ccefe098a39191c88071db23c6c14f480e9dcdecc7ba92d8471e91751d9	3700	e717d572c7bc8059ef659a3880be8fda1a32139451c1ff454f60f1be946c42e8	24	a800f8ae0138a3cd1162a22c376f0fd535ff8c6c42b7dfacd7699b68634830d0	48	4d6d827ebfe2911eecfe8b5aa8ed8b56c9949cb85e338b850fd2dcdd0be0fca9	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-E56A8C78C1B3E19CD64A	4	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	64	f09e4fbbde2c83476191102847382800a5f41314b3a8989da7f3909e166748e4	9996	0ee965a7fe4544e7debb40efe3005c9792a269c430883470b94f76c93387e107	64	d756b4cba52075d61a985781f3096946a8bbbe2ba56d1b8417e9d35e9e9fb5e0	128	3e2b8278200e4810b9044c910d7db08f8b8e63258d3275a1e2fbd82609e1d3b7	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-E5CFA3F74D766C919186	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	74172ec4bb510294f2200905428455827c4029afced4ac1568bf11c7a0bcb6e3	3700	fa4634e5fe9290165c8f841b7e5d669900badb675ada3e2bd60a4965ca8cd609	24	acca02ccf17bdd28b2e9cb57ef43a83001fa658e7aec516b4b819ed0b2194ca0	48	370e0f1250bbc3bd6444df609d3597b0300a61581076d44664104eb56711f775	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-E6F38028503B12CFEE7C	3	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	24	9bce6ebeed8ac2c9f20f58ac93f7f649e56df64e1bcf70348eab2cb7c8cb59c2	1948	dbfafa28e8733db768bd4b942a876a3b28698572076bf3e89caeb23139be4fd5	24	dd36eb0e0deb27239e95603f4c308d516f604731e9877084c60aad3f6e12bfb5	48	8b326403042b8d463f39b4e68faf4e9c795c1c58f9b5eaadf71088a0b5c2fcf2	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-E702F8142D006CA9FAFD	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	29ae95e2030a4d2e4c28859fffa3e7e38362116398fac3c7898ed16c9bc53ad6	3700	def4520b245cbca0dbdc248e8263ff401c8086d48b2bf7a1ac9f5f2e9f9fe9d0	24	3d171959b5989544da9e7ef1942ba51693d889264548dd44637c3b26ac643f24	48	3778e0ea1a1085c610f112ed209be4170726159d444f41450a80952787ea1652	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-E72AF8553AA8614E2682	3	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	24	6f0173d7fae19bdae2fc7d37d398ef12776e30d41cc38e62c74367cfd8a452ad	1948	c0e255f4b39d94eb8474f17e99b7bd6ef6a76bddbae4e58b75f6c0165e5ec4b4	24	e2aaed9f03b7fed2bc246e0f77f7c1911b7e21840d76ec5e3aeef0ada8d1af62	48	e0ed746665824e37d6436ea97d4ba680409e58fdca0d4c163cb6d25812781eaa	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-E7DEA69C6AC32A645D8B	3	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	24	34b4ca12d6b2f7833f8075f0a68cb79a5653b9d478f722c212d2a6910a080c6f	3700	527e302ff6406b04e2dcdb48d0dee71e57b88dbcf5c7fda3a4356f700de5c365	24	d809922fa4359a40be9629410a3279ba73772abd1444d8e6073d3531dab58709	48	c4b976552a4a8764c44e91806f6aeb1b481c6b6f5be24c2e56535508e864ecde	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-E8CE9E4CCD02060BD878	2	[]	8	cefc4beb3e49beb7b34cea9991bdd328c472f128b746b4a9ac72da4dc937d6d7	1216	bd6a5c135696a1087415cdeb46a2d37a6ad7b71cb7d9562825843b838d099cd0	8	afac2fa639aee525ce57258ed4ac2ebf20596e415f834f775e89db1a9aaf5dc5	16	ce153a2131b9e7ac03a15fb5f455cfab5d78804f7b48c94ec490ffe858e3d6a9	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-EC122160F5E5CAF59F0D	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	68bf10efc3c60bd5d037afd07619cf8571d6186202aefdf380eb17bf67b27c49	3700	3d0aaed540b272a82c651f5fb7f714c705a8c3ffa133fc2bf853dd61a22dcb4a	24	c4e4fa2517074557d9c25b05ec5f14e5a127e55fdc145c767badeff512e6a0f0	48	363541435c437c3156e453235ccaf1b1566af58d215a5b73273e96504b06fa04	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-EC272F6D6B96A0F25F62	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	8c415d50a06e1da7a2f41aff5af290e8c4a9ef21dfcd5ea6f407d8d4bbfbeb6a	1948	116274ee6f31dbf8076076a06d7277573c7ac5e0a90d0c379bf4fa75b982555d	24	fbe1df40e5bc62e92f60df7b2d3043b20636477c30dd75355d5b0cd4a513e82f	48	0dcdfa7686b4a625c0ed1eca841736308dcd64d6deb952323638f4256505e8b5	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-EC8BF4D73663AFD0BE83	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	4c23d9bb2975736601a0b9d32ee2e801230e839d272a79bc13bd47e44cfe2ada	1948	5770fb45438e5d852bd62bd9ac42d64c0d00dd609f845aed9a997c3ef37c4194	24	3c7e56c8d6a704b9825b2154b07c324d2b6c4826a248104c9646e72810da957b	48	fc14caa42d7389ceade4f2273c252d1aed843e89a05b24c42d1b8028c45150e9	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-ECCE0FD481A2C7C58502	3	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	24	5788685996598d04cda3cbd26459dd9d4ccf8c1c816b242535261c7becd80fd4	3700	68a2f8294c01318a4fd0bef30c11e9ee76057e20e652fb1960795e18a22c2a58	24	6dc32f18bc1d66d4465f2c1994f883438eee5b508a4b288ac327161957547ccc	48	be92906ed013b0689498fa8e50303421ff89d037985ace1667ac68c1231a7a78	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-EDB3DA123E818A43D254	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	aceec07225c2af5d215da6eb54206c9f14dda2736c01d4f8bd8df7ea35f0851e	3700	5d286d2be8b70b61c14826657fc825cb965b59a96d3bfafddb465e1c37660c1f	24	afe35b04c5e24ffc392bc0bb818b8471f10815410b96e8b7abd7cae07b229a9a	48	ebc21d6dd9081e856d10b6615da8511d3ceb2d0bc9b2547b18481471e3819be7	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-EF5D47CFCA2FCE36B63D	3	"[""R16B-LOCAL-FAMILY:3648ab4f374cda7a490244914de785b764e7e4f7c872f094e8a2d3f03a71a560""]"	24	32fd88a2a7bec61efa10ee18e0fca2065371500f47e380ff76cc42dcd34192e4	3700	0dfe1c9d39b595a1cdcbb7c189f3fa3181b8348fd1266f76006b85f376d64b4b	24	f3fb3e81fca16a84c96a5af841dfba1aafa8986e9a06bf4f1dbc024a95b10a4a	48	fb6b48995427f48ae186d7368d0bccf09e608a963dbd7feff4c67aa9f6a3acbc	COMPLETE_PENDING_ROUND16B_REGENERATION	false
