source_id,source_name,source_place_text,old_macro_region,old_country_or_region,new_macro_region,new_country_or_region,action,note
NMSS2026R0650,Biblioteca Pública Municipal de San Zenón,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0651,Biblioteca Pública Municipal de Santa Lucia,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0652,Biblioteca Pública Municipal de Santa Rosa del Sur,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0654,Biblioteca Pública Municipal de Siachoque,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0656,Biblioteca Pública Municipal de Soledad,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0657,Biblioteca Pública Municipal de Susacón,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0659,"Biblioteca Pública Municipal de Tiquisio ""La Luz del saber""",Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0661,Biblioteca Pública Municipal de Turbaco,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0663,Biblioteca Pública Municipal de Une,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0664,Biblioteca Pública Municipal de Uramita,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0666,Biblioteca Pública Municipal de Utica,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0670,Biblioteca Pública Municipal de Yumbo,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0672,Biblioteca Pública Municipal del Municipio De Arjona,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0675,Biblioteca Pública Municipal del Municipio De Matanza,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0676,Biblioteca Pública Municipal del Municipio De Miranda,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0677,Biblioteca Pública Municipal del Municipio De Morales,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0678,Biblioteca Pública Municipal del Municipio De San Fernando,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0679,Biblioteca Pública Municipal del Municipio De Santuario,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0685,Biblioteca Pública Municipal del Municipio de Panqueba,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0687,Biblioteca Pública Odilia Camacho Gómez,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0693,Biblioteca Pública Popular Fronteriza,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0700,Biblioteca Pública Rafaél Rangel Gómez,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0701,Biblioteca Pública Ramiro Rivadeneira Chavez,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0702,Biblioteca Pública Ricardo Quintero Nieto,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0713,Biblioteca Pública Samuel Velásquez Botero,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0722,Biblioteca Pública Seferino Cotrina,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0727,Biblioteca Pública Walberto Ordoñez Hernandez,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0729,Biblioteca Público Municipal José Armando Curbelo Pérez,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0531,Biblioteca Rafael Meza Ayau,Latin America / Caribbean / El Salvador,Latin America,El Salvador,Latin America,El Salvador,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0912,Biblioteca del Centro Cultural de España en Lima,Latin America / Caribbean / Peru,Latin America,Peru,Latin America,Peru,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0979,Biblioteca del Centro Cultural de España en Montevideo,Latin America / Caribbean / Uruguay,Latin America,Uruguay,Latin America,Uruguay,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0139,Biblioteca popular Cachilo,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0142,Biblioteca y Centro Multimedia. Facultad de Ciencias Veterinarias. Universidad de Buenos Aires,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0292,Bibliotheca Alexandrina,Africa / Egypt,Africa,Egypt,Africa,Egypt,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0672,Bishop's Basilica of Philippopolis,Eastern Europe / Caucasus / Bulgaria,Eastern Europe,Bulgaria,Eastern Europe,Bulgaria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0793,Black Church Archives and Library,Eastern Europe / Caucasus / Romania,Eastern Europe,Romania,Eastern Europe,Romania,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0459,Blue Penny Museum,Africa / Mauritius,Africa,Mauritius,Africa,Mauritius,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0911,Bob Marley Museum,Latin America / Caribbean / Jamaica,Latin America,Jamaica,Latin America,Jamaica,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0735,Bogotá Museum of Modern Art,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0274,Bolivian Air Force Museum,Latin America / Caribbean / Bolivia,Latin America,Bolivia,Latin America,Bolivia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0105,Botswana Craft,Africa / Botswana,Africa,Botswana,Africa,Botswana,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0504,Bowen University Library,Africa / Nigeria,Africa,Nigeria,Africa,Nigeria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0675,Boyan Penev - 1949,Eastern Europe / Caucasus / Bulgaria,Eastern Europe,Bulgaria,Eastern Europe,Bulgaria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0676,Boyana Church,Eastern Europe / Caucasus / Bulgaria,Eastern Europe,Bulgaria,Eastern Europe,Bulgaria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0882,Branch State Archive of the Ukrainian Institute of National Memory,Eastern Europe / Caucasus / Ukraine,Eastern Europe,Ukraine,Eastern Europe,Ukraine,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0795,Brașov County Museum of History,Eastern Europe / Caucasus / Romania,Eastern Europe,Romania,Eastern Europe,Romania,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0019,Brokk'Art,Africa / Algeria,Africa,Algeria,Africa,Algeria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0796,Brukenthal National Museum,Eastern Europe / Caucasus / Romania,Eastern Europe,Romania,Eastern Europe,Romania,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0797,Bucharest Metropolitan Library,Eastern Europe / Caucasus / Romania,Eastern Europe,Romania,Eastern Europe,Romania,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0679,Budilnik - 1898,Eastern Europe / Caucasus / Bulgaria,Eastern Europe,Bulgaria,Eastern Europe,Bulgaria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0166,Buenos Aires Museum of Modern Art,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0841,"Building art gallery ""Nadežda Petrović""",Eastern Europe / Caucasus / Serbia,Eastern Europe,Serbia,Eastern Europe,Serbia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0842,Building in Boška Đuričića 10 in Jagodina,Eastern Europe / Caucasus / Serbia,Eastern Europe,Serbia,Eastern Europe,Serbia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0107,Bunun Cultural Museum,East Asia / Taiwan,East Asia,Taiwan,East Asia,Taiwan,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0981,CAMPO Canteen,Latin America / Caribbean / Uruguay,Latin America,Uruguay,Latin America,Uruguay,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0982,CIDDAE,Latin America / Caribbean / Uruguay,Latin America,Uruguay,Latin America,Uruguay,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0169,Cabildo of Buenos Aires,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0245,Cafesjian Center for the Arts,Eastern Europe / Caucasus / Armenia,Eastern Europe,Armenia,Eastern Europe,Armenia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0268,Cairo International Airport Museum (Terminal 3),Africa / Egypt,Africa,Egypt,Africa,Egypt,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0027,Cambodian Landmine Museum,Southeast Asia / Cambodia,Southeast Asia,Cambodia,Southeast Asia,Cambodia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0353,Cape Coast Castle Museum,Africa / Ghana,Africa,Ghana,Africa,Ghana,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0561,Cape Town Holocaust Centre,Africa / South Africa,Africa,South Africa,Africa,South Africa,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0115,Capital Art Center,East Asia / Taiwan,East Asia,Taiwan,East Asia,Taiwan,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0172,Carnacini House Museum,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0942,Casa Concha,Latin America / Caribbean / Peru,Latin America,Peru,Latin America,Peru,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0743,Casa Museo Fernando González Otraparte,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0461,Casa Museo Isla Negra,Latin America / Caribbean / Chile,Latin America,Chile,Latin America,Chile,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0746,Casa Museo Memoria Campesina,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0747,Casa Museo Mosquera,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0748,Casa Museo Musical del Quindío,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0749,Casa Museo Policarpa Salavarrieta,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0750,Casa Museo Porfirio Barba Jacob,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0752,Casa Museo Santafé Sociedad de Mejoras Públicas de Medellín,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0753,Casa Museo de Historia del Cacao Herencia Chucuri,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0755,Casa Museo de la Memoria de los Derechos Humanos de las Mujeres del Magdalena Medio,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0804,Casa de Cultură Liviu Rebreanu,Eastern Europe / Caucasus / Romania,Eastern Europe,Romania,Eastern Europe,Romania,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0805,Casa de Cultură Mangalia,Eastern Europe / Caucasus / Romania,Eastern Europe,Romania,Eastern Europe,Romania,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0806,Casa de Cultură Marghita,Eastern Europe / Caucasus / Romania,Eastern Europe,Romania,Eastern Europe,Romania,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0758,Casa de la Cultura Luis Roncancio,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0944,Casa de la Literatura Peruana,Latin America / Caribbean / Peru,Latin America,Peru,Latin America,Peru,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0761,Casa de la Memoria de la Costa Pacífica Nariñense,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0340,Casa del Arte,Latin America / Caribbean / Chile,Latin America,Chile,Latin America,Chile,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0193,Casal de Catalunya,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0199,Castro Barros Historical Museum,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0847,Center for Culture Smederevo,Eastern Europe / Caucasus / Serbia,Eastern Europe,Serbia,Eastern Europe,Serbia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0852,"Center for culture, tourism and sport Knić",Eastern Europe / Caucasus / Serbia,Eastern Europe,Serbia,Eastern Europe,Serbia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0887,Central District Library named after Pavlo Tychyna (Kyiv),Eastern Europe / Caucasus / Ukraine,Eastern Europe,Ukraine,Eastern Europe,Ukraine,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0562,Central Public Library Cape Town,Africa / South Africa,Africa,South Africa,Africa,South Africa,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0889,Central Scientific Library of Kharkiv National University named after V. N. Karazin,Eastern Europe / Caucasus / Ukraine,Eastern Europe,Ukraine,Eastern Europe,Ukraine,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0510,Centre For Black And African Arts And Civilization,Africa / Nigeria,Africa,Nigeria,Africa,Nigeria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0058,Centre algérien de la cinématographie,Africa / Algeria,Africa,Algeria,Africa,Algeria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0530,Centre culturel Blaise Senghor,Africa / Senegal,Africa,Senegal,Africa,Senegal,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0764,Centro Colombo Americano de Pereira,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0771,Centro Cultural Colombo Americano de Cali,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0205,Centro Cultural Estacion Provincial,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0946,Centro Cultural Inca Garcilaso,Latin America / Caribbean / Peru,Latin America,Peru,Latin America,Peru,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0947,Centro Cultural PUCP,Latin America / Caribbean / Peru,Latin America,Peru,Latin America,Peru,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0208,Centro Cultural de la Cooperación,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0400,Centro Cultural profesor Bernardo Parra Leiva,Latin America / Caribbean / Chile,Latin America,Chile,Latin America,Chile,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0774,Centro Cultural y Biblioteca Pública Arturo y Roberto Restrepo,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0405,Centro Nacional Recuperación Patrimonial MINSAL Unidad de Patrimonio,Latin America / Caribbean / Chile,Latin America,Chile,Latin America,Chile,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0410,Centro Nacional de Arte Contemporáneo Cerrillos,Latin America / Caribbean / Chile,Latin America,Chile,Latin America,Chile,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0405,Centro de Cultura Tradicional Curarrehue,Latin America / Caribbean / Chile,Latin America,Chile,Latin America,Chile,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0217,Centro de Historieta y Humor Gráfico Argentinos,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0695,Chamo,Eastern Europe / Caucasus / Georgia,Eastern Europe,Georgia,Eastern Europe,Georgia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0950,Chavin de Huantar Contemporary Army Museum,Latin America / Caribbean / Peru,Latin America,Peru,Latin America,Peru,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0120,Cheng Ho Cultural Museum,Southeast Asia / Malaysia,Southeast Asia,Malaysia,Southeast Asia,Malaysia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0683,Chestolyubie - 2010,Eastern Europe / Caucasus / Bulgaria,Eastern Europe,Bulgaria,Eastern Europe,Bulgaria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0020,Chiayi Cultural and Creative Industries Park,East Asia / Taiwan,East Asia,Taiwan,East Asia,Taiwan,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0028,Chihsing Tan Katsuo Museum,East Asia / Taiwan,East Asia,Taiwan,East Asia,Taiwan,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0855,Children's Cultural Center Majdan,Eastern Europe / Caucasus / Serbia,Eastern Europe,Serbia,Eastern Europe,Serbia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0856,Children's Cultural Center Niš,Eastern Europe / Caucasus / Serbia,Eastern Europe,Serbia,Eastern Europe,Serbia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0428,Chilean National Congress Library,Latin America / Caribbean / Chile,Latin America,Chile,Latin America,Chile,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0044,Chin Pao San,East Asia / Taiwan,East Asia,Taiwan,East Asia,Taiwan,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0458,Chinatown Heritage Centre,Southeast Asia / Singapore,Southeast Asia,Singapore,Southeast Asia,Singapore,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0052,Chini Gallery,East Asia / Taiwan,East Asia,Taiwan,East Asia,Taiwan,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0060,Chuan Cheng Art Center,East Asia / Taiwan,East Asia,Taiwan,East Asia,Taiwan,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0416,Church of Saint Peter,MENA / Turkey,MENA,Turkey,MENA,Turkey,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0685,Church of the Nativity of Christ in Arbanasi,Eastern Europe / Caucasus / Bulgaria,Eastern Europe,Bulgaria,Eastern Europe,Bulgaria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0985,Cinemateca Uruguaya,Latin America / Caribbean / Uruguay,Latin America,Uruguay,Latin America,Uruguay,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0448,Cineteca Nacional de Chile,Latin America / Caribbean / Chile,Latin America,Chile,Latin America,Chile,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0220,Ciudad Cultural Konex,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0366,Clock Tower Museum,MENA / Saudi Arabia,MENA,Saudi Arabia,MENA,Saudi Arabia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0780,Colección Arqueológica Marino Álzate Ospina,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0627,Collegium Artisticum,Eastern Europe / Caucasus / Bosnia and Herzegovina,Eastern Europe,Bosnia and Herzegovina,Eastern Europe,Bosnia and Herzegovina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0783,Congregación de Hermanas Misioneras de María Inmaculada y Santa Catalina de Sena Madre Laura,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0226,Contemporary Art Museum,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0292,Coptic Museum,Africa / Egypt,Africa,Egypt,Africa,Egypt,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0303,Crocodile Museum,Africa / Egypt,Africa,Egypt,Africa,Egypt,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0535,Cultural Center of Spain in El Salvador,Latin America / Caribbean / El Salvador,Latin America,El Salvador,Latin America,El Salvador,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0628,Cultural center Gradiška,Eastern Europe / Caucasus / Bosnia and Herzegovina,Eastern Europe,Bosnia and Herzegovina,Eastern Europe,Bosnia and Herzegovina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0629,Cultural center Trebinje,Eastern Europe / Caucasus / Bosnia and Herzegovina,Eastern Europe,Bosnia and Herzegovina,Eastern Europe,Bosnia and Herzegovina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0243,Cécile Fakhoury Gallery,Africa / Cote d'Ivoire,Africa,Cote d'Ivoire,Africa,Cote d'Ivoire,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0068,DaGuan Gallery,East Asia / Taiwan,East Asia,Taiwan,East Asia,Taiwan,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0076,"Dah Hsian Seetoo Library, National Chengchi University",East Asia / Taiwan,East Asia,Taiwan,East Asia,Taiwan,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0313,Darb 1718,Africa / Egypt,Africa,Egypt,Africa,Egypt,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0312,Dessert Museum,Southeast Asia / Philippines,Southeast Asia,Philippines,Southeast Asia,Philippines,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0689,Dimcho Debelyanov - 1960,Eastern Europe / Caucasus / Bulgaria,Eastern Europe,Bulgaria,Eastern Europe,Bulgaria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0690,Dimitar Dimov House Museum,Eastern Europe / Caucasus / Bulgaria,Eastern Europe,Bulgaria,Eastern Europe,Bulgaria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0474,Dura Museum,MENA / Palestine,MENA,Palestine,MENA,Palestine,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0600,East African Revival Museum,Africa / Uganda,Africa,Uganda,Africa,Uganda,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0244,Eden Hotel,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0248,Emilio Azzarini Museum of Musical Instruments,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0790,Entidad Museal Alban Cundinamarca,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0237,Erdenesiin Khuree,Central Asia / Mongolia,Central Asia,Mongolia,Central Asia,Mongolia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0256,Ernesto de la Cárcova Museum of Reproductions and Comparative Sculpture,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0258,Estación Hidrobiológica de Puerto Quequén,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0635,Ethno Village Čardaci,Eastern Europe / Caucasus / Bosnia and Herzegovina,Eastern Europe,Bosnia and Herzegovina,Eastern Europe,Bosnia and Herzegovina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0060,Ever Harvest Art Gallery,East Asia / Taiwan,East Asia,Taiwan,East Asia,Taiwan,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0068,Evergreen Maritime Museum,East Asia / Taiwan,East Asia,Taiwan,East Asia,Taiwan,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0266,Falkland Islands Museum and National Trust,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0310,Farhat Cultural Center,MENA / Lebanon,MENA,Lebanon,MENA,Lebanon,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0270,Flood Archive,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0274,Flowers Neighborhood Museum,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0055,Fondation Zinsou,Africa / Benin,Africa,Benin,Africa,Benin,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0637,"Franciscan friary and church of St John the Baptist, Kraljeva Sutjeska",Eastern Europe / Caucasus / Bosnia and Herzegovina,Eastern Europe,Bosnia and Herzegovina,Eastern Europe,Bosnia and Herzegovina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0569,Franschhoek Motor Museum,Africa / South Africa,Africa,South Africa,Africa,South Africa,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0336,French Institute of Azerbaijan,Eastern Europe / Caucasus / Azerbaijan,Eastern Europe,Azerbaijan,Eastern Europe,Azerbaijan,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0264,French Institute of DRC,Africa / DR Congo,Africa,DR Congo,Africa,DR Congo,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0988,Fundación ArteSumapaz,Latin America / Caribbean / Venezuela,Latin America,Venezuela,Latin America,Venezuela,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0793,Fundación Casa Tres Patios,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0638,Gacko National Library,Eastern Europe / Caucasus / Bosnia and Herzegovina,Eastern Europe,Bosnia and Herzegovina,Eastern Europe,Bosnia and Herzegovina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0952,Galeria del Paseo,Latin America / Caribbean / Peru,Latin America,Peru,Latin America,Peru,unchanged,summary geography already matches capture record source_place_text
